corrected_at_inspection,correction_deadline,correction_verified,date,facility_id,narrative_id,risk_level,source,standard,corrected_on_time
No,2014-05-09 00:00:00,2014-05-08 00:00:00,2014-02-10 00:00:00,95733,978040453,High,Self Reported Incidents,749.2593(a)(2) - Supervision-The caregiver is responsible for being aware of and accountable for each child's on-going activity,True
No,2014-03-19 00:00:00,2014-03-13 00:00:00,2014-01-21 00:00:00,95733,978040452,Medium Low,Reports,749.353(10) - Babysitter and Respite child-care provider policies-Include procedures for agency review and approval of arrangements,True
No,2014-03-19 00:00:00,2014-03-13 00:00:00,2014-01-21 00:00:00,95733,978040451,High,Reports,"749.607(1) - Employee and caregiver responsibilities-Competency, prudent judgment, self-control in presence of children and when performing assigned tasks",True
No,2014-04-04 00:00:00,2014-04-02 00:00:00,2014-01-18 00:00:00,95733,978040443,Medium Low,Reports,749.331(d) - General agency policies-Employees and caregivers must be aware of and follow policies and procedures and have a copy at the agency for their review,True
No,2014-04-04 00:00:00,2014-04-02 00:00:00,2014-01-18 00:00:00,95733,978040446,Medium High,Reports,749.1309(b)(1)(D)(i) - Initial Service Plan-Caregiver instructions must include specific information about level of supervision required,True
No,2014-03-28 00:00:00,2014-04-02 00:00:00,2014-01-18 00:00:00,95733,978040445,Medium High,Reports,"749.503(a)(3)(A) - Serious Incident-Report to Licensing as soon as aware of allegations or indications of abuse, neglect, or exploitation of a child",False
No,2014-03-28 00:00:00,2014-04-02 00:00:00,2014-01-18 00:00:00,95733,978040444,Medium High,Reports,"749.2593(b)(1) - Supervision-When supervising a child, a caregiver must take into account the child's age",False
No,2013-12-23 00:00:00,2014-01-07 00:00:00,2013-12-16 00:00:00,95733,978125874,Medium,Assessments,"749.1417(a) - TB exam-Persons over 1 yr old who live, work, volunteer at operation have exam w/in 30 days, unless person had previous exam that meets requirements",False
No,2013-11-27 00:00:00,2013-11-25 00:00:00,2013-11-20 00:00:00,95733,978125587,Medium High,Assessments,749.503(a)(2)(A) - Serious Incident-Report to Licensing critical injury or illness that warrants treatment by a medical professional/hospitalization,True
No,2013-11-21 00:00:00,2013-11-19 00:00:00,2013-10-31 00:00:00,95733,977932700,Medium Low,Monitoring Inspections,"749.1337 - Service Plan Review/Update-Notification, participation, implementation, documentation requirements for a review are the same as for an initial plan",True
No,2013-11-21 00:00:00,2013-11-19 00:00:00,2013-10-31 00:00:00,95733,977897230,Medium Low,Monitoring Inspections,"749.669(9) - Child placement management staff responsibilities-Review, approve, sign and date any restrictions to communication and visitation with family",True
No,2013-11-21 00:00:00,2013-11-19 00:00:00,2013-10-31 00:00:00,95733,977861735,Medium High,Monitoring Inspections,749.931(a)(3)(B) - Annual Training-20 hrs after the initial year for child placement staff with less than one year of child-placing experience,True
No,2013-11-21 00:00:00,2013-11-19 00:00:00,2013-10-31 00:00:00,95733,977791876,Medium High,Monitoring Inspections,749.503(a)(2)(A) - Serious Incident-Report to Licensing critical injury or illness that warrants treatment by a medical professional/hospitalization,True
No,2013-11-21 00:00:00,2013-11-19 00:00:00,2013-10-31 00:00:00,95733,977756671,Medium High,Monitoring Inspections,749.1111(b)(6) - Child Orientation-Include policies on emergency behavior intervention; include child's input on preferred de-escalation techniques,True
No,2013-11-21 00:00:00,2013-11-19 00:00:00,2013-10-31 00:00:00,95733,977968199,Medium,Monitoring Inspections,"749.103(4) - Permit holder responsibilities-Ensure all required documentation is true, current, accurate, and complete",True
No,2013-11-21 00:00:00,2013-11-19 00:00:00,2013-10-31 00:00:00,95733,977897229,Medium,Monitoring Inspections,"749.669(1) - Child placement management staff responsibilities-Review, approve, sign and date assessment/admission forms",True
No,2013-11-21 00:00:00,2013-11-19 00:00:00,2013-10-31 00:00:00,95733,977897228,Medium,Monitoring Inspections,"749.609 - TB screening-Caregivers, employees, contract staff, volunteers and members of foster home screened for TB before having contact with children in care",True
No,2013-11-21 00:00:00,2013-12-06 00:00:00,2013-10-31 00:00:00,95733,977897226,Medium,Monitoring Inspections,749.1307 - Service Planning-Complete the initial service plan within 40 days after child is admitted,False
No,2013-11-21 00:00:00,2014-01-07 00:00:00,2013-10-31 00:00:00,95733,977827162,Medium,Monitoring Inspections,"749.1417(a) - TB exam-Persons over 1 yr old who live, work, volunteer at operation have exam w/in 30 days, unless person had previous exam that meets requirements",False
No,2013-11-21 00:00:00,2013-11-19 00:00:00,2013-10-31 00:00:00,95733,977756673,Medium,Monitoring Inspections,749.677(b) - Branch office staff-Child placement management staff conduct/ document 10 monthly conferences per year with branch office child placement staff,True
No,2013-11-21 00:00:00,2013-11-19 00:00:00,2013-10-31 00:00:00,95733,977932699,Low,Monitoring Inspections,749.1321(c) - Sharing Initial Service Plan-Document in child's record that a copy or summary of the service plan was provided to his parents,True
No,2013-10-17 00:00:00,2013-10-24 00:00:00,2013-10-17 00:00:00,95733,977827015,High,Monitoring Inspections,"749.2961(a)(1)(D) - Weapons-If weapons/explosives/projectiles allowed, must ensure separate locked storage for weapons and ammunition",False
No,2014-02-06 00:00:00,2014-02-25 00:00:00,2013-09-25 00:00:00,95733,978040419,Medium Low,Reports,749.1003(b)(21) - Children's rights-Adhere to the child's right to confidential care and treatment,False
No,2014-02-06 00:00:00,2014-02-25 00:00:00,2013-09-25 00:00:00,95733,978040426,Medium High,Reports,749.3041(3) - Physical Environment-Foster home must ensure that exits in living areas are not blocked by furniture,False
No,2014-02-06 00:00:00,2014-02-25 00:00:00,2013-09-25 00:00:00,95733,978040424,Medium High,Reports,749.1401(d) - General medical requirements-Obtain follow-up medical treatment as recommended by the health-care professional,False
No,2014-02-06 00:00:00,2014-02-25 00:00:00,2013-09-25 00:00:00,95733,978040423,Medium High,Reports,749.3035(d) - Bathrooms-must allow for privacy,False
No,2014-02-06 00:00:00,2014-02-25 00:00:00,2013-09-25 00:00:00,95733,978040422,Medium High,Reports,"749.3041(1) - Physical Environment-Foster home must ensure that home is safe for children, kept clean, and in good repair",False
No,2014-02-06 00:00:00,2014-02-25 00:00:00,2013-09-25 00:00:00,95733,978040421,High,Reports,749.1463(b)(9) - Administration of Medication-Ensure child is not given prescription medication or treatment except on written health-care professional orders,False
No,2014-02-06 00:00:00,2014-02-25 00:00:00,2013-09-25 00:00:00,95733,978040418,High,Reports,"749.1953(a) - Corporal Punishment-May not use/threaten corporal punishment, such as hitting/spanking, forced exercise, holding physical position, unproductive work.",False
No,2013-09-25 00:00:00,2013-10-21 00:00:00,2013-09-25 00:00:00,95733,977896900,Medium High,Monitoring Inspections,"749.3041(7) - Physical Environment-Foster home must ensure that flammable or poisonous substances are stored out of reach of children, as needed",False
No,2013-10-07 00:00:00,2013-10-14 00:00:00,2013-08-19 00:00:00,95733,978040413,Medium High,Reports,749.3031(a) - Beds and bedding-each child shall have his own bed and mattress,False
No,2013-10-02 00:00:00,2013-10-14 00:00:00,2013-08-19 00:00:00,95733,978040412,Medium High,Reports,749.3029 - Bedrooms-Child 6 years old or older must not share bedroom w/ person of opposite sex unless sharing w/ his parent or if both children non-ambulatory,False
No,2013-10-02 00:00:00,2013-10-14 00:00:00,2013-08-19 00:00:00,95733,978040410,Medium High,Reports,"749.1957(12) - Other Prohibited Discipline-Confining a child to a highchair, box, or other similar furniture or equipment as discipline or punishment",False
No,2013-10-28 00:00:00,2013-11-01 00:00:00,2013-08-16 00:00:00,95733,978040409,High,Reports,749.1803(d) - Infant requirements-Infant must never be left unsupervised,False
No,2013-10-28 00:00:00,2013-11-01 00:00:00,2013-08-16 00:00:00,95733,978040408,High,Reports,"749.607(1) - Employee and caregiver responsibilities-Competency, prudent judgment, self-control in presence of children and when performing assigned tasks",False
No,2013-07-01 00:00:00,2013-07-02 00:00:00,2013-06-24 00:00:00,95733,978040397,High,Reports,"749.3133(g) - Swimming Pools-at least two life-saving devices available, 1 additional life-saving device must be available for each 2,000 sq ft of water surface",False
No,2013-06-29 00:00:00,2013-07-02 00:00:00,2013-06-24 00:00:00,95733,978040396,High,Reports,749.3133(e) - Swimming Pools-doors that lead from home to pool must have a lock that only adults or children over 10 can reach,False
No,2013-07-17 00:00:00,2013-07-25 00:00:00,2013-06-07 00:00:00,95733,978040394,Medium,Reports,749.663(a)(3)(A) - Child placement staff responsibilities-Developing and updating service plans of a foster child,False
No,2013-05-27 00:00:00,2013-05-30 00:00:00,2013-05-13 00:00:00,95733,977854398,Medium,Monitoring Inspections,"749.1417(a) - TB exam-Persons over 1 yr old who live, work, volunteer at operation have exam w/in 30 days, unless person had previous exam that meets requirements",False
No,2013-03-22 00:00:00,2013-03-19 00:00:00,2013-03-06 00:00:00,95733,977992743,Medium Low,Monitoring Inspections,749.1331(1) - Service Plan Review and Update-Review and update the plan for children receiving child-care services at least 180 days from the date of last plan,True
No,2013-03-22 00:00:00,2013-03-19 00:00:00,2013-03-06 00:00:00,95733,977992744,Medium,Monitoring Inspections,"749.3391(a)(5)(A) - Health, Social, Educational, Genetic History Report-Compile information on family health and medical history",True
No,2013-03-22 00:00:00,2013-03-19 00:00:00,2013-03-06 00:00:00,95733,977957443,Medium,Monitoring Inspections,749.1311(a) - Initial Service Planning Team-A service planning team must develop the service plan,True
No,2013-03-22 00:00:00,2013-04-04 00:00:00,2013-03-06 00:00:00,95733,977957442,Medium,Monitoring Inspections,"749.1417(a) - TB exam-Persons over 1 yr old who live, work, volunteer at operation have exam w/in 30 days, unless person had previous exam that meets requirements",False
No,2013-03-22 00:00:00,2013-03-19 00:00:00,2013-03-06 00:00:00,95733,977886698,Medium,Monitoring Inspections,"749.3391(a)(5)(C) - Health, Social, Educational, Genetic History Report-Compile information on cause and age of death of family members, if deceased",True
No,2013-03-22 00:00:00,2013-03-19 00:00:00,2013-03-06 00:00:00,95733,977851327,Medium,Monitoring Inspections,749.1301(a) - Preliminary Service Planning-Complete a preliminary service plan that addresses child's immediate needs within 72 hours of admission,True
No,2013-03-22 00:00:00,2013-03-19 00:00:00,2013-03-06 00:00:00,95733,977816669,Medium,Monitoring Inspections,"749.669(6) - Child placement management staff responsibilities-Review, approve, sign and date initial and updated service plans",True
No,2013-03-22 00:00:00,2013-03-19 00:00:00,2013-03-06 00:00:00,95733,977781418,Medium,Monitoring Inspections,749.1307 - Service Planning-Complete the initial service plan within 40 days after child is admitted,True
No,2013-03-22 00:00:00,2013-03-19 00:00:00,2013-03-06 00:00:00,95733,977886697,Low,Monitoring Inspections,749.1313(a) - Initial Service Planning Team-Agency must give child's parent(s) at least two weeks advance notice of the review,True
No,2013-03-15 00:00:00,2013-03-08 00:00:00,2013-03-05 00:00:00,95733,978039651,High,Reports,745.656 - A person required to register as a sex offender in Texas may not be present,True
No,2013-04-02 00:00:00,2013-04-29 00:00:00,2013-03-04 00:00:00,95733,978039650,Medium High,Self Reported Incidents,749.503(a)(2)(A) - Serious Incident-Report to Licensing critical injury or illness that warrants treatment by a medical professional/hospitalization,False
No,2015-02-16 00:00:00,2015-02-04 00:00:00,2015-01-15 00:00:00,95720,978039241,High,Reports,"749.1953(a) - Corporal Punishment-May not use/threaten corporal punishment, such as hitting/spanking, forced exercise, holding physical position, unproductive work.",True
No,2014-12-01 00:00:00,2015-01-28 00:00:00,2014-08-28 00:00:00,95720,978039223,High,Reports,"749.1953(a) - Corporal Punishment-May not use/threaten corporal punishment, such as hitting/spanking, forced exercise, holding physical position, unproductive work.",False
No,2014-08-14 00:00:00,2014-08-14 00:00:00,2014-08-07 00:00:00,95720,977909138,Medium High,Monitoring Inspections,749.577(2) - Active child record-Includes known allergies and chronic conditions or ,True
No,2014-08-14 00:00:00,2014-08-14 00:00:00,2014-08-07 00:00:00,95720,977909140,Medium,Monitoring Inspections,749.1115(a) - Information to provide caregivers-Provide the caregivers with information about the child's immediate needs by child's admittance,True
No,2014-08-14 00:00:00,2014-08-14 00:00:00,2014-08-07 00:00:00,95720,977873330,Medium,Monitoring Inspections,"749.669(2) - Child placement management staff responsibilities-Review, approve, sign and date initial and subsequent placement documents",True
No,2014-08-14 00:00:00,2014-08-26 00:00:00,2014-08-07 00:00:00,95720,977768352,Medium,Monitoring Inspections,"749.553(4) - Personnel records-Include evidence of valid professional licensures, certifications, or registrations required for the position",False
No,2014-08-14 00:00:00,2014-08-14 00:00:00,2014-08-07 00:00:00,95720,977768351,Medium,Monitoring Inspections,"749.1417(a) - TB exam-Persons over 1 yr old who live, work, volunteer at operation have exam w/in 30 days, unless person had previous exam that meets requirements",True
No,2014-08-14 00:00:00,2014-08-14 00:00:00,2014-08-07 00:00:00,95720,978015016,Low,Monitoring Inspections,749.1109(3) - Placement Agreement-Includes the reason for placement and the anticipated length of time in care,True
No,2014-06-30 00:00:00,2014-06-20 00:00:00,2014-06-16 00:00:00,95720,977938812,Medium High,Monitoring Inspections,749.2913(b)(2) - Fire Extinguisher-The fire extinguisher(s) must be checked for proper weight at least once a year,True
No,2014-07-21 00:00:00,2014-07-31 00:00:00,2014-06-06 00:00:00,95720,978039215,Medium High,Reports,749.1401(d) - General medical requirements-Obtain follow-up medical treatment as recommended by the health-care professional,False
No,2014-05-16 00:00:00,2014-05-15 00:00:00,2014-05-15 00:00:00,95720,978127557,High,Assessments,745.626(a) - Background check results - Must receive DPS and Central Registry prior to allowing unsupervised contact or direct access to children in care ,True
No,2014-05-27 00:00:00,2014-05-22 00:00:00,2014-05-13 00:00:00,95720,977973835,Medium High,Monitoring Inspections,749.2913(b)(2) - Fire Extinguisher-The fire extinguisher(s) must be checked for proper weight at least once a year,True
No,2014-08-12 00:00:00,,2014-04-25 00:00:00,95720,978039200,Medium,Reports,749.763(b) - Must document how a volunteer or contractor that performs an employee function meets the same requirements as an employee who performs that function,True
No,2014-08-05 00:00:00,2014-08-05 00:00:00,2014-04-25 00:00:00,95720,978039197,High,Reports,"745.615(a)(7) - Required background checks-Persons 14 years or older, other than clients, who will regularly or frequently be present while children are in care",True
No,2014-08-05 00:00:00,,2014-04-25 00:00:00,95720,978039196,High,Reports,749.2593(c)(2) - Supervision-Caregivers counted in child/caregiver ratio must provide a safe environment,True
No,2014-08-05 00:00:00,2014-08-05 00:00:00,2014-04-25 00:00:00,95720,978039194,High,Reports,"749.607(1) - Employee and caregiver responsibilities-Competency, prudent judgment, self-control in presence of children and when performing assigned tasks",True
No,2014-08-05 00:00:00,2014-08-05 00:00:00,2014-04-25 00:00:00,95720,978039193,High,Reports,"749.1003(b)(4) - Children's rights-Adhere to the child's rights to be free of abuse, neglect, and exploitation as defined in Texas Family Code 261.401",True
No,2014-07-01 00:00:00,2014-06-20 00:00:00,2014-04-23 00:00:00,95720,978039190,Medium,Reports,749.1951(a) - Disciplinary Measures-Only a caregiver known to & knowledgeable of the child may discipline the child,True
No,2014-06-25 00:00:00,2014-06-20 00:00:00,2014-04-23 00:00:00,95720,978039188,High,Reports,"749.1953(a) - Corporal Punishment-May not use/threaten corporal punishment, such as hitting/spanking, forced exercise, holding physical position, unproductive work.",True
No,2014-05-07 00:00:00,2014-05-06 00:00:00,2014-04-22 00:00:00,95720,978039185,Medium High,Reports,"749.503(a)(3)(A) - Serious Incident-Report to Licensing as soon as aware of allegations or indications of abuse, neglect, or exploitation of a child",True
No,2014-06-27 00:00:00,2014-06-02 00:00:00,2014-04-15 00:00:00,95720,978039184,High,Reports,"749.1953(a) - Corporal Punishment-May not use/threaten corporal punishment, such as hitting/spanking, forced exercise, holding physical position, unproductive work.",True
No,2014-04-09 00:00:00,2014-04-04 00:00:00,2014-03-31 00:00:00,95720,978039181,Medium,Reports,749.509(a) - Reporting serious incident-All serious incident reports to Licensing must be made to the Child Abuse Hotline,True
No,2014-04-07 00:00:00,2014-04-08 00:00:00,2014-03-24 00:00:00,95720,977933589,Medium,Monitoring Inspections,749.579(1) - Active child record-Ensure record is kept accurate and current,False
No,2014-03-24 00:00:00,2014-05-28 00:00:00,2014-03-12 00:00:00,95720,978039167,Medium High,Reports,749.503(a)(2)(A) - Serious Incident-Report to Licensing critical injury or illness that warrants treatment by a medical professional/hospitalization,False
No,2014-04-21 00:00:00,2014-04-17 00:00:00,2014-02-25 00:00:00,95720,978039162,High,Reports,"749.1953(a) - Corporal Punishment-May not use/threaten corporal punishment, such as hitting/spanking, forced exercise, holding physical position, unproductive work.",True
No,2014-07-31 00:00:00,2014-07-31 00:00:00,2014-02-22 00:00:00,95720,978039155,Medium High,Reports,749.3039(e)(1) - Trampoline-May only be used at a foster home if only one child is on the trampoline at a time,True
No,2014-07-31 00:00:00,2014-07-31 00:00:00,2014-02-22 00:00:00,95720,978039154,Medium High,Reports,749.2557(a) - Capacity-Foster homes may not exceed the total capacity stated on the home's verification,True
No,2014-07-31 00:00:00,2014-07-31 00:00:00,2014-02-22 00:00:00,95720,978039153,Medium High,Reports,"749.3039(e)(5)(A) - Trampoline-May only be used at FH if child under 15 years old has caregiver present, watching, enforcing rules, able to respond in an emergency",True
No,2014-07-31 00:00:00,2014-07-31 00:00:00,2014-02-22 00:00:00,95720,978039157,High,Reports,749.2593(a)(2) - Supervision-The caregiver is responsible for being aware of and accountable for each child's on-going activity,True
No,2014-07-31 00:00:00,2014-07-31 00:00:00,2014-02-22 00:00:00,95720,978039150,High,Reports,"749.1003(b)(4) - Children's rights-Adhere to the child's rights to be free of abuse, neglect, and exploitation as defined in Texas Family Code 261.401",True
No,2014-07-31 00:00:00,2014-07-31 00:00:00,2014-02-22 00:00:00,95720,978039149,High,Reports,"749.1401(a)(2) - General medical requirements-A child in care must receive medical care as needed for injury, illness, and pain",True
Yes,2014-02-28 00:00:00,,2014-02-14 00:00:00,95720,977792766,Medium Low,Monitoring Inspections,"749.2471(3)(B) - Verification-Includes obtaining pictures of outside of foster home showing buildings, fences, storage areas, recreation areas, bodies of water, etc",True
No,2014-02-28 00:00:00,2014-02-26 00:00:00,2014-02-14 00:00:00,95720,977757496,Medium Low,Monitoring Inspections,749.1409(b) - General dental requirements-The child's record must include a written record of each dental examination,True
No,2014-02-28 00:00:00,2014-02-26 00:00:00,2014-02-14 00:00:00,95720,978004162,Medium High,Monitoring Inspections,"749.2905(b) - Fire and Health Inspections-If evaluation checklist used for foster home's fire or health inspection, checklist is current for one year",True
No,2014-02-28 00:00:00,2014-02-26 00:00:00,2014-02-14 00:00:00,95720,978004164,Medium,Monitoring Inspections,749.1309(b) - Initial Service Plan-Base on needs identified in admission assessment; justify delay in addressing needs if service planning team prioritizes goals,True
No,2014-02-28 00:00:00,2014-02-26 00:00:00,2014-02-14 00:00:00,95720,978004163,Medium,Monitoring Inspections,749.1401(b) - Medical care-The child's record must include a written record of each medical examination,True
No,2014-02-28 00:00:00,2014-02-26 00:00:00,2014-02-14 00:00:00,95720,977933511,Medium,Monitoring Inspections,749.1009(d) - Child Rights parent contact-Restrictions that continue more than 30 days must be re-evaluated monthly by child placement management staff,True
No,2014-02-28 00:00:00,2014-02-26 00:00:00,2014-02-14 00:00:00,95720,977933510,Medium,Monitoring Inspections,749.673 - Child placement staff qualifications-Employees who perform child placement activities must meet educational and professional qualifications,True
No,2014-03-05 00:00:00,2014-03-11 00:00:00,2014-02-14 00:00:00,95720,977827990,Medium,Monitoring Inspections,749.553(5) - Personnel records-Include copy of a cleared tuberculosis screening conducted prior to the person having contact with children in care,False
No,2014-02-28 00:00:00,2014-02-26 00:00:00,2014-02-14 00:00:00,95720,977792765,Medium,Monitoring Inspections,749.1307 - Service Planning-Complete the initial service plan within 40 days after child is admitted,True
No,2014-02-28 00:00:00,2014-02-26 00:00:00,2014-02-14 00:00:00,95720,977862613,Low,Monitoring Inspections,749.1109(3) - Placement Agreement-Includes the reason for placement and the anticipated length of time in care,True
Yes,2014-02-28 00:00:00,,2014-02-14 00:00:00,95720,977792764,Low,Monitoring Inspections,749.2471(9)(C) - Verification Certificate-Specifies the home's total capacity,True
No,2014-03-24 00:00:00,2014-03-24 00:00:00,2014-02-11 00:00:00,95720,978039137,Medium,Reports,749.1307 - Service Planning-Complete the initial service plan within 40 days after child is admitted,True
No,2014-03-24 00:00:00,2014-03-24 00:00:00,2014-02-11 00:00:00,95720,978039140,High,Reports,"749.1401(a)(2) - General medical requirements-A child in care must receive medical care as needed for injury, illness, and pain",True
No,2014-03-24 00:00:00,2014-03-24 00:00:00,2014-02-11 00:00:00,95720,978039139,High,Reports,"749.1003(b)(4) - Children's rights-Adhere to the child's rights to be free of abuse, neglect, and exploitation as defined in Texas Family Code 261.401",True
No,2014-03-24 00:00:00,2014-03-24 00:00:00,2014-02-11 00:00:00,95720,978039138,High,Reports,"749.1953(a) - Corporal Punishment-May not use/threaten corporal punishment, such as hitting/spanking, forced exercise, holding physical position, unproductive work.",True
No,2014-02-20 00:00:00,2014-02-21 00:00:00,2014-02-10 00:00:00,95720,978039136,High,Reports,"745.615(a)(6)(C) - Required background check - Each person 14 years of age or older, other than a client in care, that has unsupervised access to the children in care",False
No,2014-02-13 00:00:00,2014-04-17 00:00:00,2014-01-06 00:00:00,95720,978039112,Medium High,Reports,"749.1003(b)(5) - Children's rights-Adhere to the child's rights to be free from any harsh, cruel, unusual, unnecessary, demeaning, or humiliating punishment",False
No,2014-02-13 00:00:00,2014-04-17 00:00:00,2014-01-06 00:00:00,95720,978039113,High,Reports,"749.1953(a) - Corporal Punishment-May not use/threaten corporal punishment, such as hitting/spanking, forced exercise, holding physical position, unproductive work.",False
No,2014-01-03 00:00:00,2013-12-23 00:00:00,2013-12-20 00:00:00,95720,977754539,Medium High,Monitoring Inspections,749.577(2) - Active child record-Includes known allergies and chronic conditions or ,True
No,2014-01-03 00:00:00,2013-12-23 00:00:00,2013-12-20 00:00:00,95720,977789844,Medium,Monitoring Inspections,749.1307 - Service Planning-Complete the initial service plan within 40 days after child is admitted,True
No,2014-01-03 00:00:00,2013-12-23 00:00:00,2013-12-20 00:00:00,95720,977859696,Low,Monitoring Inspections,749.1109(3) - Placement Agreement-Includes the reason for placement and the anticipated length of time in care,True
No,2014-02-14 00:00:00,2014-02-06 00:00:00,2013-12-18 00:00:00,95720,978039111,Medium Low,Reports,749.945(2) - Annual Training-Caregiver that administers psychotropic medication must receive annual psychotropic medication training every 12 months,True
No,2013-10-07 00:00:00,2013-10-02 00:00:00,2013-09-20 00:00:00,95720,978039074,Medium High,Reports,749.503(a)(2)(A) - Serious Incident-Report to Licensing critical injury or illness that warrants treatment by a medical professional/hospitalization,True
No,2013-10-29 00:00:00,2013-10-24 00:00:00,2013-09-05 00:00:00,95720,978039071,Medium,Reports,"749.1003(b)(10) - Children's rights-Adhere to the child's right to have appropriate equipment and supplies for, and training in, personal care, hygiene, and grooming",True
No,2013-10-29 00:00:00,2013-10-24 00:00:00,2013-09-05 00:00:00,95720,978039070,High,Reports,"749.1953(a) - Corporal Punishment-May not use/threaten corporal punishment, such as hitting/spanking, forced exercise, holding physical position, unproductive work.",True
No,2013-11-07 00:00:00,2013-11-07 00:00:00,2013-09-04 00:00:00,95720,978039065,High,Reports,"749.1953(a) - Corporal Punishment-May not use/threaten corporal punishment, such as hitting/spanking, forced exercise, holding physical position, unproductive work.",True
No,2013-11-22 00:00:00,2013-11-21 00:00:00,2013-09-03 00:00:00,95720,978039061,Medium,Self Reported Incidents,749.2807(5) - Foster Home Compliance-must evaluate home during any contact with family and cite and address any deficiencies,True
No,2013-09-13 00:00:00,2013-09-27 00:00:00,2013-08-30 00:00:00,95720,977857523,Medium Low,Monitoring Inspections,749.1421(b) - Immunization requirements-Maintain current immunizations records for each child in care,False
No,2013-09-13 00:00:00,2013-09-11 00:00:00,2013-08-30 00:00:00,95720,977893110,Medium High,Monitoring Inspections,749.1111(b)(7) - Child's Orientation-Must include information on discipline policy,True
No,2013-09-13 00:00:00,2013-09-11 00:00:00,2013-08-30 00:00:00,95720,977999055,Medium,Monitoring Inspections,749.1301(a) - Preliminary Service Planning-Complete a preliminary service plan that addresses child's immediate needs within 72 hours of admission,True
No,2013-09-13 00:00:00,2013-09-27 00:00:00,2013-08-30 00:00:00,95720,977857522,Medium,Monitoring Inspections,749.1427(a) - Vision and Hearing-Each child screened for possible vision and hearing problems; professional vision and hearing exam if problems detected,False
No,2013-09-13 00:00:00,2013-09-11 00:00:00,2013-08-30 00:00:00,95720,977893111,Low,Monitoring Inspections,"749.1111(c) - Child's Orientation-Document in the record when the orientation occurred, any item that it did not include, and the reason any item was omitted",True
No,2013-09-13 00:00:00,2013-09-11 00:00:00,2013-08-30 00:00:00,95720,977787706,Low,Monitoring Inspections,749.1109(3) - Placement Agreement-Includes the reason for placement and the anticipated length of time in care,True
No,2013-09-03 00:00:00,2013-08-29 00:00:00,2013-07-29 00:00:00,95720,978039048,Medium Low,Reports,749.1921(a) - Recreation responsibility-Caregivers provide appropriate daily indoor and outdoor recreational and other activities so each child can participate,True
No,2013-09-03 00:00:00,2013-08-29 00:00:00,2013-07-29 00:00:00,95720,978039046,Medium High,Reports,"749.2551(a) - Capacity-Two-parent foster family home may care for up to six children, including all children living in home or receiving respite or day care",True
No,2013-09-05 00:00:00,2013-09-26 00:00:00,2013-06-26 00:00:00,95720,978039035,Medium High,Self Reported Incidents,"749.503(a)(3)(A) - Serious Incident-Report to Licensing as soon as aware of allegations or indications of abuse, neglect, or exploitation of a child",False
No,2013-11-05 00:00:00,2013-11-05 00:00:00,2013-06-07 00:00:00,95720,978039030,Medium High,Reports,"749.2593(b)(4) - Supervision-When supervising a child, a caregiver must take into account the surrounding circumstances, hazards, and risks",True
No,2013-11-01 00:00:00,2013-11-05 00:00:00,2013-06-07 00:00:00,95720,978039031,High,Reports,"749.607(1) - Employee and caregiver responsibilities-Competency, prudent judgment, self-control in presence of children and when performing assigned tasks",False
No,2013-11-01 00:00:00,2013-11-05 00:00:00,2013-06-07 00:00:00,95720,978039028,High,Reports,"749.1003(b)(4) - Children's rights-Adhere to the child's rights to be free of abuse, neglect, and exploitation as defined in Texas Family Code 261.401",False
No,2013-05-31 00:00:00,2013-06-06 00:00:00,2013-05-09 00:00:00,95720,978039016,Medium High,Self Reported Incidents,"749.2905(a)(2) - Fire and Health Inspections-inspections current for 2 yrs for foster family homes, unless otherwise stated on form",False
No,2013-05-31 00:00:00,2013-05-30 00:00:00,2013-05-09 00:00:00,95720,978039015,Medium High,Self Reported Incidents,749.2913(b)(2) - Fire Extinguisher-The fire extinguisher(s) must be checked for proper weight at least once a year,True
No,2013-05-31 00:00:00,2013-05-30 00:00:00,2013-05-09 00:00:00,95720,978039014,Medium High,Self Reported Incidents,"749.3039(e)(5)(A) - Trampoline-May only be used at FH if child under 15 years old has caregiver present, watching, enforcing rules, able to respond in an emergency",True
No,2013-05-31 00:00:00,2013-05-30 00:00:00,2013-05-09 00:00:00,95720,978039013,Medium High,Self Reported Incidents,"749.3041(1) - Physical Environment-Foster home must ensure that home is safe for children, kept clean, and in good repair",True
No,2013-05-31 00:00:00,2013-05-30 00:00:00,2013-05-09 00:00:00,95720,978039011,Medium High,Self Reported Incidents,749.3039(e)(1) - Trampoline-May only be used at a foster home if only one child is on the trampoline at a time,True
No,2013-05-13 00:00:00,2013-05-22 00:00:00,2013-05-07 00:00:00,95720,978039007,High,Reports,"745.615(a)(6)(C) - Required background check - Each person 14 years of age or older, other than a client in care, that has unsupervised access to the children in care
",False
No,2013-05-10 00:00:00,2013-05-08 00:00:00,2013-05-03 00:00:00,95720,978124695,Medium,Assessments,749.503(a)(9)(A) - Serious Incident-Report to Licensing no later than 24 hours after determining a child 13 years old or older is missing,True
No,2013-05-10 00:00:00,2013-05-07 00:00:00,2013-04-26 00:00:00,95720,977891107,Medium Low,Monitoring Inspections,749.1331(1) - Service Plan Review and Update-Review and update the plan for children receiving child-care services at least 180 days from the date of last plan,True
No,2013-05-10 00:00:00,2013-05-07 00:00:00,2013-04-26 00:00:00,95720,977891108,Medium High,Monitoring Inspections,749.2815(b) - Supervisory Visits-At least one supervisory visit per year must be unannounced,True
