administrator_director_name,adverse_action,conditions_on_permit,corrective_action,county,days_of_operation,email_address,facility_id,hours_of_operation,issuance_date,licensed_to_serve_ages,location_address,mailing_address,n_assessments,n_defic_high,n_defic_low,n_defic_medium,n_defic_medium_high,n_defic_medium_low,n_inspections,n_reports,n_self_reported_incidents,n_standards,open_branch_offices,open_foster_homes,operation_caregiver_name,operation_number,operation_type,other_schedule_information,phone_number,programmatic_services,temporarily_closed,treatment_services,type_of_issuance,website_address
Kimberly Gay Dale,No,No,No,HARRIS,"Mon, Tues, Thurs, Fri",office@lovinghouston.org,1097234,08:30 AM-04:30 PM,6/19/2013,-,"5005 W 34TH ST STE 205A HOUSTON, TX 77092","PO BOX 70348 HOUSTON, TX 77270",1,0,0,1,1,1,18,3,3,3277,0,34,Loving Houston Adoption Agency,1502895-8331,Child Placing Agency-Adoption Services,2/2013: Sharon Thomas will be BG contact person. YHernandez The operation is open Monday and Tuesday 8:30 a.m.-4:30p.m. The operation is closed on Wednesdays The operation business hours on Thursday and Friday are 9:00 a.m.-4:00 p.m.,832-204-6010,"Child Care,Respite Child Care",No,,Full Permit,
Roberto A. Leal,No,-,No,HARRIS,,,680152,,-,-,"5600 NW CENTRAL DR STE 107 HOUSTON, TX 77092","5600 NW CENTRAL DR STE 107 HOUSTON, TX 77092",2,1,0,2,4,2,47,21,4,2174,-,44,Lutheran Social Services of the South,25-25-26,Child Placing Agency  (Branch),,281-298-8639,,No,,,www.lsss.org
Roberto A. Leal,No,-,No,EL PASO,,,303961,,-,-,"6585 MONTANA AVE STE R300 EL PASO, TX 79925","6585 MONTANA AVE STE R300 EL PASO, TX 79925",1,2,0,0,1,1,11,0,4,3274,-,14,Lutheran Social Services of the South - ORR,25-25-20,Child Placing Agency  (Branch),,915-771-0281,,No,,,
Roberto A. Leal,No,-,No,NUECES,,,1135489,,-,-,"4410 DILLON LN STE 5 CORPUS CHRISTI, TX 78415","4410 DILLON LN STE 5 CORPUS CHRISTI, TX 78415",0,1,0,0,0,0,5,0,2,1152,-,9,Lutheran Social Services of the South Inc.,25-25-27,Child Placing Agency  (Branch),,361-400-1200,,No,,,
Roberto A. Leal,No,-,No,VICTORIA,,,169631,,-,-,"120 S MAIN ST STE 413 VICTORIA, TX 77901","120 S MAIN ST STE 413 VICTORIA, TX 77901",0,8,1,4,7,5,20,9,6,4021,-,21,"Lutheran Social Services of the South, Inc.",25-25-4,Child Placing Agency  (Branch),,361-574-8331,,No,,,
Roberto A. Leal,No,-,No,LUBBOCK,,,324621,,-,-,"2022 82ND ST STE 102 LUBBOCK, TX 79423","2022 82ND ST STE 102 LUBBOCK, TX 79423",0,6,0,0,2,0,33,16,7,2476,-,21,"Lutheran Social Services of the South, Inc.",25-25-24,Child Placing Agency  (Branch),,806-783-8863,,No,,,
Roberto A. Leal,No,-,No,SMITH,,,167295,,-,-,"1800 SHILOH RD STE 301 TYLER, TX 75703","1800 SHILOH RD STE 301 TYLER, TX 75703",0,5,0,4,10,0,19,11,4,2143,-,20,"Lutheran Social Services of the South, Inc.",25-25-12,Child Placing Agency  (Branch),,903-939-3400,,No,,,www.lsss.org
Roberto A. Leal,No,-,No,TARRANT,,,167294,,-,-,"5608 MALVEY AVE STE 100 FORT WORTH, TX 76107","5608 MALVEY AVE STE 100 FORT WORTH, TX 76107",0,6,2,8,2,3,43,18,4,6261,-,46,"Lutheran Social Services of the South, Inc.",25-25-8,Child Placing Agency  (Branch),,817-731-3737,,No,,,www.lsss.org
Roberto A. Leal,No,-,No,DALLAS,,,108092,,-,-,"1900 FIRMAN DR STE 100 RICHARDSON, TX 75081","1900 FIRMAN DR STE 100 RICHARDSON, TX 75081",1,4,0,1,5,2,42,29,4,5604,-,41,"Lutheran Social Services of the South, Inc.",25-25-6,Child Placing Agency  (Branch),,972-620-0581,,No,,,www.lsss.org
Roberto A. Leal,No,No,No,TRAVIS,Monday - Friday,,94086,08:30 AM-05:00 PM,10/9/1985,-,"8305 CROSS PARK DR AUSTIN, TX 78754","PO BOX 140767 AUSTIN, TX 78714",0,13,0,3,8,2,36,15,7,3241,15,48,"Lutheran Social Services of the South, Inc.",25-25,Child Placing Agency-Adoption Services,,512-454-4611,"Child Care,Assessment,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Full Permit,
Roberto A. Leal,No,-,No,CAMERON,,,320368,,-,-,"1720 E HARRISON AVE STE C HARLINGEN, TX 78550","1720 E HARRISON AVE STE C HARLINGEN, TX 78550",0,8,1,3,11,4,42,19,10,4156,-,25,"Lutheran Social Services of the South, Inc.",25-25-23,Child Placing Agency  (Branch),,956-423-1015,,No,,,www.lsss.org
Roberto A. Leal,No,-,No,BEXAR,,,193659,,-,-,"2900 MOSSROCK STE 190 SAN ANTONIO, TX 78230","2900 MOSSROCK STE 190 SAN ANTONIO, TX 78230",1,13,0,4,4,2,31,17,8,2986,-,52,"Lutheran Social Services of the South, Inc.",25-25-1,Child Placing Agency  (Branch),,210-979-8473,,No,,,
Roberto A. Leal,No,-,No,POTTER,,,255440,,-,-,"1800 S WASHINGTON ST STE 204 AMARILLO, TX 79102","1800 S WASHINGTON ST STE 204 AMARILLO, TX 79102",0,3,0,1,0,1,18,12,4,1445,-,18,"Lutheran Social Services of the South, Inc.",25-25-16,Child Placing Agency  (Branch),,806-351-0168,,No,,,www.lsss.org
Roberto A. Leal,No,-,No,WEBB,,,212024,,-,-,"102 E CALTON RD STE 4 LAREDO, TX 78041","102 E CALTON RD STE 4 LAREDO, TX 78041",0,11,1,2,6,2,52,29,9,2170,-,28,"Lutheran Social Services of the South, Inc.",25-25-14,Child Placing Agency  (Branch),,956-791-4909,,No,,,www.lsss.org
Roberto A. Leal,No,-,No,HIDALGO,,,194442,,-,-,"4603 N JACKSON RD STE E MCALLEN, TX 78504","4603 N JACKSON RD STE E MCALLEN, TX 78504",0,12,1,3,13,4,68,24,17,3387,-,36,"Lutheran Social Services of the South, Inc.",25-25-10,Child Placing Agency  (Branch),,956-687-8333,,No,,,
Roberto A. Leal,No,-,No,EL PASO,,,195312,,-,-,"6585 MONTANA AVE STE S600A EL PASO, TX 79925","6585 MONTANA AVE STE S-600A EL PASO, TX 79925",3,12,0,1,19,4,33,10,6,3278,-,37,"Lutheran Social Services of the South, Inc.",25-25-11,Child Placing Agency  (Branch),,915-598-5410,,No,,,
Roberto A. Leal,No,-,No,NUECES,,,197701,,-,-,"4455 S PADRE ISLAND DR STE 50 CORPUS CHRISTI, TX 78411","4455 S PADRE ISLAND DR STE 50 CORPUS CHRISTI, TX 78411",1,7,1,7,7,2,45,17,6,3327,-,29,"Lutheran Social Services of the South, Inc.",25-25-13,Child Placing Agency  (Branch),,361-767-3182,,No,,,
Timothy Brown,No,-,No,EL PASO,,mjaramillo@mch.org,311257,,-,-,"5959 GATEWAY BLVD W STE 530 EL PASO, TX 79925","5959 GATEWAY BLVD W STE 530 EL PASO, TX 79925",0,0,0,0,1,0,7,2,0,4582,-,1,Methodist Childrens Home Services,11-11-7,Child Placing Agency  (Branch),,915-781-0005,,No,,,www.mch.org
Timothy Brown,No,-,No,HARRIS,,,162057,,-,-,"5005 MITCHELLDALE ST STE 119 HOUSTON, TX 77092","5005 MITCHELLDALE ST STE 119 HOUSTON, TX 77092",0,0,0,0,1,0,8,1,2,3020,-,18,Methodist Children's Home,11-11-2,Child Placing Agency  (Branch),,713-682-8911,,No,,,www.methodistchildrenshome.org
Timothy Brown,No,-,No,DALLAS,,dfwreferrals@mchforhope.org,162852,,-,-,"8330 LBJ FWY STE B375 DALLAS, TX 75243","8330 LBJ FWY STE B375 DALLAS, TX 75243",0,3,0,1,3,0,19,7,2,1368,-,19,Methodist Children's Home,11-11-4,Child Placing Agency  (Branch),,972-480-8772,,No,,,
Timothy Brown,No,-,No,SMITH,,lhickman@mchforhope.org,235837,,-,-,"2737 S BROADWAY AVE STE 109 TYLER, TX 75701","2737 S BROADWAY AVE STE 109 TYLER, TX 75701",0,0,0,1,1,1,6,2,1,3054,-,33,Methodist Children's Home,11-11-5,Child Placing Agency  (Branch),,903-509-1171,,No,,,methodistchildrenshome.org
Timothy Brown,No,-,No,LUBBOCK,,,162058,,-,-,"2028 82ND ST UNIT 101 LUBBOCK, TX 79423","2028 82ND ST UNIT 101 LUBBOCK, TX 79423",0,3,0,0,1,0,5,1,1,2075,-,10,Methodist Childrens Home,11-11-3,Child Placing Agency  (Branch),,806-792-0099,,No,,,www.methodistchildrenshome.org
Timothy Brown,No,-,No,BEXAR,,twagner@mchforhope.org,161876,,-,-,"6800 PARK TEN BLVD STE 135E SAN ANTONIO, TX 78213","6800 PARK TEN BLVD STE 135E SAN ANTONIO, TX 78213",0,1,0,0,0,0,3,1,0,2171,-,8,Methodist Childrens Home,11-11-1,Child Placing Agency  (Branch),,210-733-3904,,No,,,methodistchildrenshome.org
Timothy Brown,No,-,No,ANGELINA,,agrimmett@mchforhope.org,938248,,-,-,"310 HARMONY HILL DR STE 200 LUFKIN, TX 75901","PO BOX 153638 LUFKIN, TX 75915",1,0,0,1,1,0,3,0,0,2230,-,3,Methodist Childrens Home CPA,11-11-9,Child Placing Agency  (Branch),,936-632-9537,,No,,,methodistchildrenshome.org
Timothy Brown,No,-,No,NUECES,,info@methodistchildrenshome.org,291248,,-,-,"3833 S STAPLES ST # N218 CORPUS CHRISTI, TX 78411","3833 S STAPLES ST STE N-218 CORPUS CHRISTI, TX 78411",0,0,0,1,0,0,5,1,0,1762,-,3,Methodist Childrens Home CPA,11-11-6,Child Placing Agency  (Branch),,361-334-2255,,No,,,www.methodistchildrenshome.org
Timothy Brown,No,-,No,TAYLOR,,info@methodistchildrenshome.org,456868,,-,-,"500 CHESTNUT ST STE 1730 ABILENE, TX 79602","500 CHESTNUT ST STE 1730 ABILENE, TX 79602",1,1,0,0,0,0,7,1,1,2042,-,3,Methodist Childrens Home CPA,11-11-8,Child Placing Agency  (Branch),,325-672-9398,,No,,,
Timothy Brown,No,No,No,MCLENNAN,Monday - Friday,twagner@mchforhope.org,94082,08:00 AM-05:00 PM,11/6/1985,-,"1111 HERRING AVE WACO, TX 76708","1111 HERRING AVE WACO, TX 76708",0,0,0,0,0,0,2,0,1,2514,9,4,Methodist Childrens Home CPA,11-11,Child Placing Agency,,254-753-0181,"Child Care,Respite Child Care",No,,Full Permit,www.Methodistchildrenshome.org
James William Sutton,No,-,No,WICHITA,,,220999,,-,-,"4722 TAFT BLVD STE 8 WICHITA FALLS, TX 76308","147 SAYLES BLVD ABILENE, TX 79605",0,2,1,2,4,1,19,14,0,2933,-,35,New Horizons Child Placing Agency,250114-352-1,Child Placing Agency  (Branch),,940-692-2300,,No,,,www.newhorizonsinc.com
James William Sutton,No,-,No,BROWN,,,303507,,-,-,"417 WESLEY ST BROWNWOOD, TX 76801","500 CHESTNUT ST STE 1101 ABILENE, TX 79602",0,4,0,1,6,1,28,18,1,2988,-,17,New Horizons Child Placing Agency,250114-352-2,Child Placing Agency  (Branch),,325-643-2264,,No,,,www.newhorizonsinc.com
James William Sutton,No,No,No,TAYLOR,Monday - Friday,,108914,08:00 AM-05:00 PM,3/30/1990,-,"147 SAYLES BLVD ABILENE, TX 79605","294 MEDICAL DR ABILENE, TX 79601",7,16,1,6,15,0,37,24,0,3392,3,48,New Horizons Child Placing Agency,250114-352,Child Placing Agency-Adoption Services,,325-437-1852,Child Care,No,Emotional Disorders,Full Permit,
James William Sutton,No,-,No,TOM GREEN,,,1110631,,-,-,"301 W BEAUREGARD AVE STE 201 SAN ANGELO, TX 76903","301 W BEAUREGARD AVE SAN ANGELO, TX 76903",2,2,0,4,1,2,13,7,0,3371,-,21,New Horizons Child Placing Agency,250114-352-3,Child Placing Agency  (Branch),,325-653-2247,,No,,,
Sara Black,No,No,No,HARRIS,Monday - Friday,,98682,09:00 AM-04:30 PM,9/25/1987,-,"19911 TOMBALL PKWY HOUSTON, TX 77070","19911A TOMBALL PKWY HOUSTON, TX 77070",0,0,0,1,0,0,2,0,0,1903,0,0,New Life Adoptions,175172-113,Child Placing Agency-Adoption Services,,281-955-1001,Child Care,No,,Full Permit,
Jennifer Gregory,No,No,No,SMITH,Monday - Friday,,591613,08:30 AM-05:00 PM,1/6/2011,-,"3200 TROUP HWY STE 145 TYLER, TX 75701","PO BOX 2080 CENTER, TX 75935",0,6,0,1,9,6,14,8,3,1627,0,13,Noble Children's Services,1091989-6611,Child Placing Agency-Adoption Services,,903-617-6850,Child Care,No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Full Permit,
Jeanette Willis,No,No,No,DALLAS,"Mon, Tues, Wed",ococdfw@aol.com,282600,10:00 AM-02:30 PM,3/12/2007,-,"7140 LIBRARY LN DALLAS, TX 75232","7140 LIBRARY LN DALLAS, TX 75232",0,0,2,3,2,2,3,0,0,4871,0,0,"One Church One Child North/North Central Texas, Inc.",854107-3231,Child Placing Agency-Adoption Services,Monday 10 a.m. - 2:30 p.m. Tuesday and Wednesday's 11 a.m. - 2 p.m. Thursday and Fridays by appointment only.,214-672-9100,"Child Care,Respite Child Care",No,Emotional Disorders,Full Permit,
Kathryn Anne Jackson,No,-,No,HIDALGO,,,1128754,,-,-,"4020 N 22ND ST MCALLEN, TX 78504","4020 N 22ND ST MCALLEN, TX 78504",0,0,1,1,3,3,11,4,2,2171,-,14,Open Arms Agency,543257-514-1,Child Placing Agency  (Branch),,956-334-3938,,No,,,
Kathryn Anne Jackson,No,No,No,NUECES,Monday - Friday,kate@openarmsagency.org,160955,09:00 AM-06:00 PM,5/29/2002,-,"601 EVERHART RD CORPUS CHRISTI, TX 78411","601 EVERHART RD CORPUS CHRISTI, TX 78411",1,26,0,12,27,6,87,38,11,9638,1,23,Open Arms Agency,543257-514,Child Placing Agency-Adoption Services,,361-299-2639,"Child Care,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Full Permit,www.openarmsagency.org
Jennifer Starr Frazier,No,No,No,DALLAS,"Tues, Wed, Thurs",info@openheartscfs.org,1163043,09:00 AM-05:00 PM,10/9/2014,-,"1111 W MOCKINGBIRD LN # 730 DALLAS, TX 75247","1111 W MOCKINGBIRD LN # 730 DALLAS, TX 75247",0,0,2,0,1,2,6,1,0,3424,0,27,Open Hearts Children and Family Services,1553281-10071,Child Placing Agency,Administrator will be available by phone.,469-730-3284,"Child Care,Respite Child Care",No,Emotional Disorders,Initial,www.openheartscfs.org
Aimee Catherine Campbell,No,-,No,SMITH,,dtmpcps@gmail.com,1168171,,-,-,"1808 ONYX CV WHITEHOUSE, TX 75791","1808 ONYX CV WHITEHOUSE, TX 75791",0,0,0,0,0,0,0,0,0,0,-,0,Panhandle Child Placement SVCS,555945-517-2,Child Placing Agency  (Branch),,806-672-7938,,No,,,
Aimee Catherine Campbell,No,No,No,POTTER,Monday - Friday,,170807,09:00 AM-05:00 PM,3/29/2002,-,"112 W 8TH AVE STE 400 AMARILLO, TX 79101","112 W 8TH AVE STE 400 AMARILLO, TX 79101",2,7,0,6,8,0,29,14,4,2339,1,15,Panhandle Child Placement SVCS,555945-517,Child Placing Agency-Adoption Services,,806-342-5550,"Child Care,Transitional Living,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Pervasive Development Disorder",Full Permit,
Terrance L Perkins,No,No,No,DALLAS,"Mon, Tues, Wed, Thurs",,577069,10:00 AM-04:00 PM,12/10/2010,-,"4024 ELM ST STE A DALLAS, TX 75226","4024 ELM ST STE A DALLAS, TX 75226",0,7,0,4,2,1,63,41,0,10936,0,41,Passage of Youth Family Center,1079686-6591,Child Placing Agency-Adoption Services,,214-928-9292,Child Care,No,"Emotional Disorders,Mental Retardation,Pervasive Development Disorder",Full Permit,www.passageofyouth.org
Brad Brush,No,-,No,TRAVIS,,,253881,,-,-,"14205 BURNET RD STE 100 AUSTIN, TX 78728","14205 BURNET RD STE 100 AUSTIN, TX 78728",1,3,0,0,2,0,12,7,3,1931,-,57,"Pathways Youth & Family Services, Inc.",516564-196-9,Child Placing Agency  (Branch),,512-275-1285,,No,,,
Brad Brush,No,-,No,HIDALGO,,rgv17@pathway.org,1147385,,-,-,"6400 N 10TH ST STE D MCALLEN, TX 78504","6400 N 10TH ST STE D MCALLEN, TX 78504",0,1,0,0,1,0,8,2,1,685,-,7,Pathways Youth and Family Services,516564-196-17,Child Placing Agency  (Branch),,956-205-1897,,No,,,
Brad Brush,No,-,No,ECTOR,,,201158,,-,-,"808 TOWER DR STE 4 ODESSA, TX 79761","808 TOWER DR STE 4 ODESSA, TX 79761",0,0,0,0,0,1,14,10,0,4039,-,34,Pathways Youth And Family Services,516564-196-6,Child Placing Agency  (Branch),,432-699-7763,,No,,,
Brad Brush,No,No,No,KERR,Monday - Friday,intake@pathway.org,141951,08:00 AM-05:00 PM,7/12/1996,-,"222 SIDNEY BAKER ST S STE 435 KERRVILLE, TX 78028","222 SIDNEY BAKER ST S STE 435 KERRVILLE, TX 78028",0,0,0,0,0,0,5,0,0,1217,9,0,Pathways Youth and Family Services Inc,516564-196,Child Placing Agency-Adoption Services,Only personnel records for all Pathways staff are kept in this office.,830-232-6590,"Child Care,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Full Permit,
Brad Brush,No,-,No,TAYLOR,,infolink@pathway.org,327017,,-,-,"4150 SOUTHWEST DR STE 216 ABILENE, TX 79606","4150 SOUTHWEST DR STE 216 ABILENE, TX 79606",0,2,0,0,0,0,9,2,1,1393,-,15,Pathways Youth and Family Services Inc,516564-196-13,Child Placing Agency  (Branch),,325-692-4048,,No,,,www.pathway.org
Brad Brush,No,-,No,VAL VERDE,,infolink@pathway.org,311126,,-,-,"309 E 14TH ST DEL RIO, TX 78840","309 E 14TH ST DEL RIO, TX 78840",0,3,1,4,4,1,8,3,3,4645,-,8,Pathways Youth and Family Services Inc,516564-196-12,Child Placing Agency  (Branch),,830-775-5358,,No,,,www.pathway.org
Brad Brush,No,-,No,BEXAR,,,261355,,-,-,"4243 E PIEDRAS DR SAN ANTONIO, TX 78228","PO BOX 689 LEAKEY, TX 78873",0,3,0,4,1,0,44,22,14,3730,-,128,Pathways Youth and Family Services Inc,516564-196-11,Child Placing Agency  (Branch),,210-733-7117,,No,,,
Brad Brush,No,-,No,NUECES,,,163806,,-,-,"2820 S PADRE ISLAND DR STE 170 CORPUS CHRISTI, TX 78415","2820 S PADRE ISLAND DR STE 170 CORPUS CHRISTI, TX 78415",0,3,0,1,4,1,13,7,1,1363,-,7,"Pathways Youth and Family Services, Inc",516564-196-2,Child Placing Agency  (Branch),,361-851-8682,,No,,,
Brad Brush,No,-,No,HARRIS,,intake@pathway.org,973278,,-,-,"1445 NORTH LOOP W STE 600 HOUSTON, TX 77008","1445 NORTH LOOP W STE 600 HOUSTON, TX 77008",1,26,2,6,17,4,98,54,14,6903,-,149,"Pathways Youth and Family Services, Inc.",516564-196-16,Child Placing Agency  (Branch),,832-726-0888,,No,,,
Brad Brush,No,-,No,DALLAS,,,254426,,-,-,"888 S GREENVILLE AVE STE 127 RICHARDSON, TX 75081","888 S GREENVILLE AVE STE 127 RICHARDSON, TX 75081",1,8,1,1,7,0,19,13,2,4635,-,60,"Pathways Youth And Family Services, Inc.",516564-196-10,Child Placing Agency  (Branch),,972-776-6684,,No,,,
Stephanie Douglas,No,-,No,MONTGOMERY,,,907937,,-,-,"1712 N FRAZIER ST STE 212 CONROE, TX 77301","1712 N FRAZIER ST STE 212 CONROE, TX 77301",0,0,0,0,0,0,2,0,0,1973,-,2,Perfection Children Services,895089-5151-1,Child Placing Agency  (Branch),,817-715-7052,,No,,,
Stephanie Douglas,No,No,No,DALLAS,Wed,,354171,08:00 AM-03:00 PM,5/4/2009,-,"804 DALWORTH ST STE A GRAND PRAIRIE, TX 75050","804 DALWORTH ST STE A GRAND PRAIRIE, TX 75050",0,0,0,0,1,0,4,1,0,4231,1,8,Perfection Children Services,895089-5151,Child Placing Agency-Adoption Services,,817-715-7052,"Child Care,Respite Child Care",No,Emotional Disorders,Full Permit,
James Spencer,No,-,No,TRAVIS,,info@pchas.org,569334,,-,-,"8627 N MOPAC EXPY STE 210 AUSTIN, TX 78759","8627 N MOPAC EXPY AUSTIN, TX 78759",0,0,0,0,0,1,6,1,1,3566,-,7,Presbyterian Children's Home & Services,536598-503-6,Child Placing Agency  (Branch),,512-476-1234,,No,,,www.pchas.org
James Spencer,No,-,No,ELLIS,,info@pchas.org,572948,,-,-,"300 BROOKSIDE RD BLDG R WAXAHACHIE, TX 75167","300 BROOKSIDE RD BLDG R WAXAHACHIE, TX 75167",0,5,1,1,8,1,21,12,3,3154,-,23,Presbyterian Children's Home & Services,536598-503-7,Child Placing Agency  (Branch),,972-923-3393,,No,,,www.pchas.org
James Spencer,No,No,No,TRAVIS,Monday - Friday,info@pchas.org,155690,08:00 AM-05:00 PM,9/9/1999,-,"4407 BEE CAVES RD STE 520 WEST LAKE HILLS, TX 78746","4407 BEE CAVES RD STE 520 WEST LAKE HILLS, TX 78746",0,3,0,0,0,0,3,1,0,4620,4,0,Presbyterian Children's Homes & Services,536598-503,Child Placing Agency-Adoption Services,,512-476-1234,"Child Care,Respite Child Care",No,Emotional Disorders,Full Permit,
James Spencer,No,-,No,WICHITA,,info@pchas.org,297978,,-,-,"4015 LAKE PARK DR WICHITA FALLS, TX 76302","4015 LAKE PARK DR WICHITA FALLS, TX 76302",0,5,0,0,3,0,15,10,1,3266,-,19,Presbyterian Children's Homes & Services,536598-503-1,Child Placing Agency  (Branch),,940-720-0060,,No,,,www.pchas.org
James Spencer,No,-,No,HARRIS,,info@pchas.org,568091,,-,-,"7880 SAN FELIPE ST STE 111 HOUSTON, TX 77063","7880 SAN FELIPE ST STE 111 HOUSTON, TX 77063",2,3,0,4,7,3,15,4,1,1915,-,54,Presbyterian Children's Homes and Services,536598-503-3,Child Placing Agency  (Branch),,713-522-2800,,No,,,www.pchas.org
Stella Maggs,No,No,No,TRAVIS,Monday - Sunday,,353712,12:00 AM-12:00 AM,6/10/2009,-,"6633 E HIGHWAY 290 STE 212 AUSTIN, TX 78723","6633 E HIGHWAY 290 STE 212 AUSTIN, TX 78723",0,0,1,0,0,0,0,1,0,4,0,1,Pressley Ridge,894783-5111,Child Placing Agency,,512-637-2040,"Child Care,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Pervasive Development Disorder",Full Permit,www.pressleyridge.org
Regina Levine Sylvester,No,No,No,DALLAS,Monday - Friday,,154696,06:00 AM-06:00 PM,7/29/1999,-,"224 W PAGE AVE DALLAS, TX 75208","224 W PAGE AVE DALLAS, TX 75208",0,1,0,3,2,0,2,0,0,3514,0,0,Promise House Inc,535329-509,Child Placing Agency,,214-941-8578,"Child Care,Transitional Living",No,,Full Permit,www.promisehouse.org
Charlotte B Thomason,No,No,Yes,TRAVIS,Monday - Friday,,928903,08:30 AM-05:00 PM,9/14/2012,-,"1524 S IH 35 STE 218 AUSTIN, TX 78704","1524 S IH 35 STE 218 AUSTIN, TX 78704",0,6,0,2,4,1,20,8,3,4730,0,5,Providence Kids,1365219-7631,Child Placing Agency-Adoption Services,,512-334-2360,"Child Care,Assessment,Transitional Living,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Full Permit,www.providencekids.net
Debbie Richards,No,No,No,FORT BEND,"Mon, Tues, Wed, Thurs",info@rolaa.org,291386,09:00 AM-05:00 PM,3/15/2006,-,"2700 LAKE OLYMPIA PKWY STE 1A MISSOURI CITY, TX 77459","PO BOX 310245 HOUSTON, TX 77231",1,1,5,0,0,1,3,0,0,2146,0,1,Rainbow of Love Adoption Agency Inc,858453-2068,Child Placing Agency-Adoption Services,,281-438-6588,"Child Care,Assessment,Transitional Living,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Pervasive Development Disorder",Full Permit,www.rainbowoflove.org
Lauren Hatcher,No,No,No,DALLAS,Monday - Friday,info@refugehouse.org,294151,09:00 AM-05:00 PM,4/28/2006,-,"2340 E TRINITY MILLS RD STE 300 CARROLLTON, TX 75006","2340 E TRINITY MILLS RD STE 300 CARROLLTON, TX 75006",0,13,0,5,15,1,77,41,1,4040,0,30,Refuge House,859955-2027,Child Placing Agency-Adoption Services,Friday operation hours is 9:00AM-3:30PM.,972-662-5112,"Child Care,Transitional Living",No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Full Permit,www.refugehouse.org
Lauren Hatcher,No,No,No,BEXAR,Monday - Friday,info@refugehouse.org,348353,09:00 AM-05:00 PM,9/9/2008,-,"8000 W IH 10 STE 600 SAN ANTONIO, TX 78230","8000 W IH 10 STE 600 SAN ANTONIO, TX 78230",0,6,0,3,3,0,39,26,9,2174,0,14,"Refuge House San Antonio, Inc.",891410-4971,Child Placing Agency-Adoption Services,,972-662-5112,"Child Care,Transitional Living",No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Full Permit,www.refugehouse.org
Gary Jeter,No,No,No,BRAZOS,Monday - Friday,,1134664,08:00 AM-05:00 PM,9/11/2014,-,"1920 W VILLA MARIA RD STE 201 BRYAN, TX 77807","1920 W VILLA MARIA RD STE 201 BRYAN, TX 77807",0,0,0,0,0,0,4,0,0,4275,0,3,RENAISSANCE FAMILY SERVICES OF TEXAS,1532671-9511,Child Placing Agency-Adoption Services,,832-687-7515,"Child Care,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Renewed Initial,www.rfsoftexas.com
Cara Lee Magrane,No,No,No,BEXAR,,ncarney@respitecaresa.org,296194,-,5/21/2007,-,"605 BELKNAP PL SAN ANTONIO, TX 78212","PO BOX 12633 SAN ANTONIO, TX 78212",0,4,0,3,0,0,8,3,1,2048,0,8,Respite Care of San Antonio Inc,861018-3590,Child Placing Agency,,210-737-1212,"Child Care,Respite Child Care",No,"Mental Retardation,Pervasive Development Disorder",Full Permit,www.respitecaresa.org
Kristi Bellard Law,No,No,No,HARRIS,Monday - Friday,efields@safehavencommunityservices.org,290772,08:30 AM-05:00 PM,3/8/2006,-,"7324 SOUTHWEST FWY STE 835 HOUSTON, TX 77074","7324 SOUTHWEST FWY STE 835 HOUSTON, TX 77074",1,14,1,6,18,3,77,47,6,1594,0,84,Safe Haven Community Services,858127-2890,Child Placing Agency-Adoption Services,Fridays 8:30AM-3:00PM,713-988-7233,"Child Care,Transitional Living",No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Full Permit,www.safehavencommunityservices.org
Helen R. Huff,No,No,No,BEXAR,"Mon, Wed",,602029,04:00 PM-06:00 PM,2/17/2011,-,"8165 LATIGO PLZ SAN ANTONIO, TX 78227","8165 LATIGO PLZ SAN ANTONIO, TX 78227",3,18,3,30,15,11,37,11,3,4939,0,0,San Antonio Simply Love All People Inc.,1100206-6711,Child Placing Agency-Adoption Services,,210-233-1758,"Child Care,Respite Child Care",Yes,"Emotional Disorders,Mental Retardation,Pervasive Development Disorder",Full Permit,www.simplyloveallpeople.org
Simone M. Swenson,No,No,No,HARRIS,"Tues, Wed, Thurs",,622429,10:00 AM-03:00 PM,4/13/2011,-,"16003 PEBBLEGLEN DR HOUSTON, TX 77095","9595 SIX PINES BLD 8 LEVEL 2 STE 8210 THE WOODLANDS, TX 77380",3,1,2,17,5,3,12,5,0,2794,0,0,Sans Pareil Center for Children and Family Services,1115586-6791,Child Placing Agency-Adoption Services,"Tuesday, Wednesday and Thursday from 10am to 3pm",832-274-4143,"Child Care,Respite Child Care",Yes,Emotional Disorders,Full Permit,www.sanspareil.org
